1	3 
2	9 
3	3 
4	10 
5	3 
6	14 
7	5 
8	9 
9	5 
10	10 
11	1 
12	4 
13	13 
14	7 
15	5 
16	4 
17	5 
18	3 
19	1 
20	10 
21	7 
22	1 
23	9 
24	5 
25	14 
26	3 
27	9 
28	8 
29	10 
30	2 
31	1 
32	2 
33	9 
34	4 
35	8 
36	12 
37	7 
38	7 
39	8 
40	11 
41	13 
42	4 
43	6 
44	14 
45	14 
46	10 
47	14 
48	8 
49	3 
50	1 
51	2 
52	11 
53	3 
54	9 
55	10 
56	10 
57	4 
58	10 
59	1 
60	2 
61	11 
62	5 
63	12 
64	8 
65	4 
66	1 
67	9 
68	12 
69	8 
70	2 
71	4 
72	15 
73	5 
74	3 
75	12 
76	10 
77	13 
78	1 
79	10 
80	12 
81	3 
82	10 
83	4 
84	14 
85	8 
86	11 
87	14 
88	13 
89	5 
90	14 
91	10 
92	15 
93	10 
94	1 
95	2 
96	11 
97	5 
98	14 
99	14 
100	4 
101	15 
102	15 
103	8 
104	14 
105	7 
106	5 
107	6 
108	8 
109	4 
110	5 
111	11 
112	3 
113	4 
114	14 
115	13 
116	3 
117	3 
118	13 
119	5 
120	14 
121	14 
122	4 
123	6 
124	9 
125	6 
126	9 
127	15 
128	10 
129	1 
130	14 
131	10 
132	3 
133	15 
134	3 
135	13 
136	8 
137	10 
138	14 
139	11 
140	10 
141	8 
142	5 
143	7 
144	4 
145	5 
146	11 
147	11 
148	10 
149	15 
150	9 
151	10 
152	6 
153	14 
154	9 
155	5 
156	2 
157	7 
158	13 
159	6 
160	6 
161	14 
162	6 
163	15 
164	4 
165	9 
166	10 
167	3 
168	7 
169	4 
170	13 
171	3 
172	5 
173	8 
174	5 
175	8 
176	5 
177	10 
178	1 
179	9 
180	5 
181	5 
182	11 
183	3 
184	2 
185	14 
186	1 
187	5 
188	5 
189	5 
190	1 
191	12 
192	7 
193	11 
194	12 
195	8 
196	10 
197	14 
198	1 
199	14 
200	12 
201	4 
202	14 
203	12 
204	4 
205	3 
206	9 
207	13 
208	10 
209	10 
210	5 
211	12 
212	5 
213	4 
214	4 
215	7 
216	10 
217	5 
218	1 
219	13 
220	11 
221	1 
222	7 
223	4 
224	10 
225	11 
226	10 
227	10 
228	13 
229	7 
230	12 
231	14 
232	10 
233	3 
234	7 
235	10 
236	4 
237	5 
238	4 
239	4 
240	11 
241	7 
242	10 
243	1 
244	10 
245	9 
246	3 
247	8 
248	13 
249	3 
250	9 
251	3 
252	1 
253	5 
254	9 
255	14 
256	4 
257	9 
258	10 
259	10 
260	10 
261	4 
262	5 
263	5 
264	8 
265	1 
266	10 
267	4 
268	10 
269	1 
270	4 
271	9 
272	5 
273	9 
274	1 
275	9 
276	1 
277	4 
278	4 
279	4 
280	9 
281	5 
282	14 
283	10 
284	9 
285	1 
286	4 
287	1 
288	4 
289	10 
290	5 
291	4 
292	5 
293	5 
294	4 
295	5 
296	14 
297	14 
298	1 
299	5 
300	4 
