1	7 
2	10 
3	9 
4	8 
5	15 
6	4 
7	10 
8	8 
9	4 
10	4 
11	12 
12	12 
13	12 
14	1 
15	10 
16	16 
17	4 
18	2 
19	17 
20	12 
21	3 
22	11 
23	16 
24	7 
25	2 
26	2 
27	4 
28	13 
29	17 
30	11 
31	8 
32	9 
33	8 
34	12 
35	4 
36	9 
37	13 
38	8 
39	12 
40	11 
41	9 
42	13 
43	4 
44	14 
45	8 
46	3 
47	16 
48	14 
49	6 
50	11 
51	6 
52	1 
53	3 
54	6 
55	14 
56	4 
57	4 
58	17 
59	4 
60	3 
61	14 
62	12 
63	8 
64	12 
65	3 
66	6 
67	7 
68	7 
69	3 
70	1 
71	12 
72	12 
73	12 
74	15 
75	11 
76	12 
77	3 
78	16 
79	12 
80	4 
81	2 
82	3 
83	3 
84	2 
85	11 
86	4 
87	3 
88	9 
89	2 
90	8 
91	8 
92	5 
93	15 
94	3 
95	16 
96	12 
97	13 
98	13 
99	17 
100	2 
101	2 
102	8 
103	11 
104	8 
105	4 
106	1 
107	3 
108	15 
109	12 
110	6 
111	11 
112	4 
113	11 
114	7 
115	11 
116	12 
117	7 
118	5 
119	12 
120	17 
121	15 
122	1 
123	1 
124	17 
125	2 
126	8 
127	6 
128	5 
129	5 
130	15 
131	11 
132	17 
133	11 
134	13 
135	13 
136	15 
137	12 
138	1 
139	16 
140	5 
141	7 
142	12 
143	16 
144	8 
145	9 
146	15 
147	15 
148	4 
149	2 
150	3 
151	16 
152	13 
153	14 
154	13 
155	16 
156	2 
157	17 
158	4 
159	13 
160	10 
161	16 
162	4 
163	5 
164	17 
165	9 
166	3 
167	17 
168	11 
169	4 
170	7 
171	1 
172	9 
173	11 
174	10 
175	4 
176	17 
177	13 
178	7 
179	17 
180	13 
181	5 
182	11 
183	14 
184	1 
185	12 
186	2 
187	4 
188	12 
189	8 
190	4 
191	17 
192	15 
193	4 
194	1 
195	1 
196	2 
197	2 
198	12 
199	2 
200	7 
201	17 
202	2 
203	14 
204	4 
205	4 
206	12 
207	4 
208	10 
209	5 
210	8 
211	12 
212	5 
213	17 
214	10 
215	4 
216	4 
217	6 
218	15 
219	7 
220	8 
221	3 
222	4 
223	13 
224	11 
225	15 
226	5 
227	15 
228	3 
229	6 
230	10 
231	12 
232	8 
233	8 
234	15 
235	4 
236	9 
237	16 
238	2 
239	3 
240	4 
241	5 
242	1 
243	10 
244	2 
245	12 
246	12 
247	15 
248	9 
249	12 
250	6 
251	7 
252	10 
253	4 
254	14 
255	12 
256	5 
257	1 
258	3 
259	8 
260	4 
261	5 
262	5 
263	3 
264	16 
265	3 
266	2 
267	15 
268	4 
269	4 
270	13 
271	3 
272	10 
273	17 
274	17 
275	16 
276	6 
277	12 
278	3 
279	8 
280	13 
281	10 
282	3 
283	16 
284	15 
285	15 
286	13 
287	9 
288	8 
289	13 
290	15 
291	12 
292	9 
293	3 
294	8 
295	13 
296	16 
297	3 
298	12 
299	17 
300	8 
