1	9
1	27
1	134
1	169
1	174
1	185
1	187
1	189
1	193
1	217
1	224
1	229
1	236
1	237
1	255
1	256
1	257
1	267
1	269
1	272
1	278
1	281
1	288
1	290
1	293
1	298
2	4
2	14
2	16
2	37
2	39
2	75
2	77
2	81
2	94
2	97
2	143
2	145
2	156
2	157
2	178
2	183
2	184
2	186
2	187
2	190
2	191
2	200
2	204
2	219
2	280
2	299
3	4
3	36
3	60
3	65
3	71
3	78
3	93
3	95
3	99
3	107
3	108
3	120
3	122
3	128
3	133
3	137
3	139
3	144
3	148
3	190
3	199
3	200
3	224
3	263
3	267
3	296
4	14
4	39
4	70
4	74
4	75
4	94
4	95
4	145
4	152
4	160
4	183
4	186
4	190
4	191
4	195
4	201
4	204
4	206
4	216
4	227
4	239
4	243
4	245
4	276
4	278
4	293
5	22
5	44
5	51
5	53
5	117
5	140
5	172
5	180
5	182
5	188
5	195
5	196
5	212
5	214
5	222
5	225
5	226
5	231
5	241
5	249
5	252
5	254
5	256
5	263
5	283
5	296
6	17
6	19
6	21
6	32
6	40
6	42
6	46
6	47
6	72
6	79
6	111
6	116
6	121
6	128
6	137
6	139
6	141
6	150
6	163
6	164
6	193
6	205
6	216
6	259
6	265
6	295
7	34
7	60
7	65
7	93
7	99
7	108
7	115
7	133
7	136
7	148
7	185
7	206
7	211
7	222
7	238
7	248
7	253
7	262
7	268
7	273
7	275
7	277
7	283
7	296
7	298
7	299
8	18
8	41
8	49
8	76
8	138
8	170
8	175
8	192
8	208
8	221
8	227
8	238
8	260
8	261
8	262
8	266
8	268
8	274
8	276
8	277
8	282
8	285
8	286
8	298
8	299
8	300
9	43
9	45
9	52
9	96
9	103
9	116
9	142
9	147
9	205
9	213
9	215
9	245
9	250
9	252
9	258
9	271
9	280
9	287
9	289
9	291
9	292
9	294
9	295
9	296
9	297
9	298
10	11
10	52
10	68
10	116
10	118
10	144
10	197
10	208
10	213
10	215
10	239
10	243
10	252
10	258
10	260
10	271
10	275
10	280
10	281
10	287
10	289
10	291
10	292
10	295
10	297
10	298
11	10
11	36
11	52
11	96
11	122
11	128
11	202
11	228
11	242
11	244
11	245
11	250
11	252
11	258
11	275
11	280
11	284
11	287
11	289
11	291
11	292
11	294
11	295
11	296
11	297
11	298
12	23
12	29
12	48
12	88
12	90
12	97
12	119
12	124
12	127
12	129
12	143
12	145
12	162
12	168
12	169
12	172
12	181
12	206
12	207
12	210
12	215
12	226
12	242
12	253
12	259
12	289
13	8
13	18
13	49
13	53
13	78
13	103
13	106
13	125
13	158
13	159
13	192
13	221
13	238
13	241
13	261
13	262
13	264
13	266
13	267
13	268
13	276
13	282
13	285
13	291
13	299
13	300
14	16
14	22
14	39
14	45
14	55
14	75
14	81
14	82
14	94
14	97
14	145
14	156
14	183
14	184
14	186
14	190
14	191
14	201
14	204
14	240
14	247
14	262
14	264
14	286
14	288
14	298
15	44
15	54
15	58
15	84
15	87
15	123
15	126
15	128
15	132
15	146
15	150
15	158
15	170
