1	6 
2	5 
3	3 
4	1 
5	3 
6	1 
7	2 
8	4 
9	2 
10	7 
11	2 
12	7 
13	2 
14	2 
15	2 
16	7 
17	5 
18	7 
19	6 
20	1 
21	7 
22	1 
23	2 
24	5 
25	1 
26	1 
27	2 
28	2 
29	6 
30	3 
31	6 
32	2 
33	4 
34	2 
35	6 
36	4 
37	5 
38	4 
39	3 
40	4 
41	7 
42	1 
43	2 
44	5 
45	2 
46	6 
47	5 
48	7 
49	1 
50	3 
51	7 
52	6 
53	7 
54	4 
55	6 
56	5 
57	5 
58	4 
59	7 
60	3 
61	4 
62	6 
63	2 
64	6 
65	6 
66	1 
67	6 
68	3 
69	1 
70	2 
71	2 
72	7 
73	3 
74	2 
75	2 
76	3 
77	3 
78	1 
79	1 
80	7 
81	3 
82	3 
83	2 
84	3 
85	6 
86	4 
87	6 
88	1 
89	3 
90	1 
91	4 
92	6 
93	1 
94	5 
95	3 
96	4 
97	3 
98	3 
99	5 
100	7 
101	6 
102	4 
103	4 
104	1 
105	6 
106	2 
107	5 
108	4 
109	2 
110	5 
111	5 
112	5 
113	4 
114	6 
115	3 
116	4 
117	5 
118	7 
119	7 
120	4 
121	5 
122	1 
123	3 
124	4 
125	1 
126	3 
127	4 
128	2 
129	4 
130	6 
131	1 
132	2 
133	7 
134	5 
135	6 
136	7 
137	3 
138	4 
139	5 
140	7 
141	2 
142	5 
143	1 
144	1 
145	7 
146	3 
147	2 
148	5 
149	7 
150	7 
151	3 
152	7 
153	7 
154	5 
155	3 
156	1 
157	1 
158	1 
159	1 
160	3 
161	5 
162	5 
163	3 
164	5 
165	2 
166	5 
167	2 
168	5 
169	2 
170	3 
171	3 
172	5 
173	2 
174	5 
175	2 
176	5 
177	2 
178	1 
179	5 
180	1 
181	1 
182	1 
183	2 
184	2 
185	1 
186	5 
187	1 
188	2 
189	5 
190	5 
191	5 
192	1 
193	2 
194	1 
195	5 
196	1 
197	5 
198	1 
199	5 
200	1 
