1	14
1	23
1	26
1	35
1	41
1	42
1	62
1	89
1	109
1	114
1	118
1	122
1	130
1	135
1	150
1	151
1	158
1	164
1	165
1	170
1	171
1	172
1	173
1	178
1	179
1	199
2	6
2	34
2	40
2	47
2	57
2	72
2	78
2	79
2	81
2	82
2	85
2	102
2	119
2	123
2	134
2	136
2	139
2	143
2	145
2	154
2	157
2	158
2	171
2	187
2	197
2	198
3	52
3	60
3	63
3	67
3	77
3	101
3	124
3	129
3	149
3	152
3	155
3	166
3	168
3	174
3	175
3	180
3	185
3	187
3	188
3	191
3	194
3	195
3	197
3	198
3	199
3	200
4	31
4	37
4	44
4	69
4	80
4	101
4	108
4	110
4	118
4	126
4	127
4	133
4	138
4	148
4	165
4	173
4	174
4	177
4	179
4	181
4	182
4	184
4	186
4	187
4	189
4	196
5	15
5	16
5	23
5	25
5	31
5	49
5	54
5	71
5	76
5	87
5	91
5	96
5	99
5	106
5	109
5	110
5	113
5	129
5	144
5	153
5	163
5	169
5	176
5	185
5	186
5	189
6	2
6	12
6	26
6	28
6	30
6	34
6	56
6	57
6	72
6	79
6	93
6	94
6	102
6	111
6	123
6	132
6	134
6	136
6	143
6	149
6	154
6	157
6	163
6	171
6	180
6	181
7	1
7	17
7	35
7	39
7	52
7	64
7	77
7	78
7	95
7	99
7	103
7	119
7	121
7	122
7	127
7	131
7	150
7	151
7	164
7	170
7	172
7	174
7	178
7	188
7	189
7	198
8	13
8	61
8	75
8	78
8	88
8	114
8	115
8	116
8	117
8	124
8	139
8	152
8	174
8	175
8	180
8	183
8	187
8	188
8	191
8	192
8	194
8	195
8	197
8	198
8	199
8	200
9	4
9	18
9	19
9	20
9	23
9	28
9	45
9	53
9	61
9	66
9	74
9	84
9	87
9	97
9	139
9	140
9	142
9	146
9	156
9	158
9	159
9	161
9	162
9	167
9	180
9	193
10	9
10	15
10	19
10	28
10	61
10	66
10	74
10	76
10	99
10	105
10	117
10	127
10	140
10	146
10	148
10	149
10	156
10	158
10	160
10	161
10	162
10	167
10	168
10	170
10	192
10	195
11	5
11	15
11	16
11	23
11	26
11	38
11	51
11	53
11	54
11	71
11	96
11	106
11	109
11	113
11	125
11	126
11	129
11	142
11	143
11	147
11	153
11	169
11	176
11	185
11	186
11	187
12	2
12	6
12	48
12	57
12	59
12	70
12	81
12	85
12	87
12	93
12	102
12	111
12	116
12	120
12	134
12	136
12	143
12	145
12	151
12	154
12	157
12	163
12	169
12	171
12	189
