1	20	2.87414
1	98	4.25609
1	105	3.93389
1	114	4.12306
1	126	3.63989
1	134	4.26737
1	145	5.65441
1	167	5.79873
1	176	3.88906
1	181	4.16387
1	197	5.0718
1	217	5.98667
1	253	7.01268
1	264	7.06226
1	298	8.04993
2	40	3.8025
2	98	2.99339
2	117	6.10102
2	152	4.42637
2	185	5.18439
2	208	6.06163
2	212	5.339
2	216	5.43548
2	221	4.94616
2	226	5.56309
2	234	5.76687
2	235	5.98906
2	237	6.2201
2	273	6.66087
2	292	7.55265
3	48	3.70013
3	61	3.53391
3	102	3.58802
3	126	3.61908
3	159	4.82811
3	169	3.63697
3	193	4.8397
3	201	5.48763
3	215	4.79171
3	217	5.96586
3	246	5.04035
3	269	6.80516
3	285	7.10504
3	286	6.99676
3	298	8.02912
4	10	2.79801
4	18	3.96362
4	97	4.57255
4	123	6.20437
4	156	3.28807
4	196	5.11623
4	198	3.55552
4	204	5.62868
4	216	6.08185
4	219	4.96168
4	231	6.3557
4	268	6.29731
4	284	6.91206
4	291	6.38716
4	299	7.79711
5	36	4.02938
5	141	3.73987
5	146	4.44519
5	150	5.29096
5	157	5.25001
5	162	3.62474
5	176	2.714
5	184	4.97584
5	205	6.00447
5	207	4.84207
5	246	7.26742
5	260	6.7566
5	270	7.02785
5	273	5.76275
5	274	7.12339
6	40	2.60066
6	49	2.76612
6	76	2.32269
6	96	4.35364
6	132	4.27051
6	171	4.39222
6	179	3.92181
6	213	5.858
6	220	6.45353
6	247	6.74118
6	258	6.76487
6	271	6.6615
6	292	7.40639
6	295	7.70479
6	297	7.9634
7	63	2.82906
7	74	3.5029
7	93	2.94643
7	138	4.03377
7	170	4.57866
7	187	6.0344
7	190	4.8127
7	212	5.54956
7	255	5.70422
7	256	6.36105
7	283	7.12554
7	287	6.48175
7	289	7.76314
7	292	7.16823
7	300	7.78173
8	2	3.16497
8	50	4.75976
8	54	4.46388
8	59	3.93895
8	92	5.21481
8	137	4.23165
8	145	3.66131
8	195	5.09543
8	210	5.34
8	242	5.26075
8	249	5.67473
8	253	6.8059
8	267	6.07817
8	271	7.17123
8	277	7.44764
9	27	3.59309
9	35	3.20293
9	86	3.58783
9	115	2.12476
9	171	4.68669
9	188	4.06841
9	231	5.23743
9	234	5.89581
9	236	6.4773
9	241	6.01562
9	251	7.51808
9	257	6.9211
9	276	6.01095
9	282	5.76941
9	291	7.85662
10	15	4.32247
10	65	3.93981
10	84	2.84083
10	113	3.16533
10	136	3.16913
10	177	4.3752
10	231	5.10595
10	255	6.93113
10	256	6.39325
10	262	5.92555
10	281	7.60893
10	283	7.48999
10	294	6.62677
10	296	6.66359
10	299	6.54736
11	25	4.08012
11	32	2.26075
11	112	7.46377
11	131	5.65131
11	143	3.21156
11	153	5.48741
11	188	5.42192
11	228	7.10008
11	237	5.50322
11	257	5.00716
11	263	5.16328
11	271	5.68559
11	273	5.24539
11	286	5.63073
11	287	5.80093
12	26	3.15939
12	94	3.48758
12	122	3.27681
12	150	6.51507
12	161	6.72498
12	164	5.34445
12	180	4.03843
12	221	5.00191
12	236	5.24032
12	238	5.65228
12	240	6.25531
12	250	5.40032
12	288	7.51686
12	289	6.55487
12	291	6.61964
13	54	5.28129
13	89	3.88503
13	175	5.84126
13	195	5.91284
13	208	3.81012
13	210	6.15742
13	232	5.21248
13	241	5.13866
13	242	6.07816
13	249	6.49214
13	264	5.26429
13	265	6.36406
13	266	5.29694
13	269	5.00589
13	292	6.73023
14	46	2.02737
14	68	3.02037
14	95	4.97905
14	123	7.07396
14	189	5.10709
14	190	4.95874
14	214	5.35519
14	232	4.34094
14	239	5.83712
14	268	5.71015
14	270	6.92597
14	278	6.52293
14	281	7.144
14	284	5.98008
14	298	7.84077
15	61	2.93017
15	78	2.81843
15	140	3.91347
15	166	4.46564
15	171	4.87299
15	186	5.1511
15	207	5.76278
15	222	4.80599
15	238	6.07981
15	241	5.20618
15	255	6.01987
15	257	6.11165
15	272	6.54202
15	291	7.04717
15	298	7.54398
16	58	3.84473
16	63	3.2103
16	110	4.2774
16	143	4.64569
16	148	4.57458
16	151	4.53228
16	194	6.28991
16	199	4.66077
16	227	4.6408
16	263	6.59741
16	266	6.02011
16	272	6.71207
16	280	6.26419
16	286	6.87492
16	288	7.20951
17	38	3.40997
17	42	3.86373
17	71	3.91116
17	93	3.17178
17	109	3.97449
17	158	5.89426
17	166	5.40829
17	172	4.86905
17	176	5.85916
17	208	5.74022
17	226	5.24168
17	248	6.79939
17	272	6.76595
17	273	6.33946
17	276	6.96239
18	10	2.34169
18	147	4.8043
18	158	4.86639
18	165	3.57301
18	205	4.44533
18	218	5.79259
18	239	5.1483
18	246	4.13446
18	270	5.97741
18	279	6.52871
18	290	6.40717
18	294	7.4202
18	296	7.45703
18	299	7.34079
18	300	7.47558
19	72	4.63594
19	109	3.69471
19	127	5.74553
19	176	5.57938
19	181	4.78538
19	212	4.73781
19	217	4.44287
19	218	6.29963
19	226	4.9619
19	234	5.16568
19	254	5.58859
19	273	6.05968
19	276	6.68261
19	282	5.81098
19	299	7.66349
20	129	3.14437
20	154	3.47163
20	157	4.71438
20	178	4.70915
20	202	4.87997
20	237	5.39724
20	238	5.5943
20	246	6.7318
20	258	5.70432
20	265	6.86228
20	270	6.49222
20	274	6.58776
20	288	6.16806
20	293	6.59408
20	294	6.72601
21	13	4.86142
21	18	2.04379
21	41	4.07171
21	59	4.6656
21	61	2.5761
21	85	3.46772
21	168	6.89169
21	197	4.13721
21	212	5.04474
21	242	5.9874
21	249	6.40138
21	267	6.80483
21	270	6.27511
21	294	7.09117
21	297	7.09922
22	52	4.07902
22	73	3.72456
22	79	2.92755
22	111	4.33188
22	142	3.33904
22	163	3.4221
22	171	3.92666
22	198	5.20434
22	206	6.72836
22	230	5.96231
22	271	6.19593
22	287	6.25434
22	292	6.94082
22	293	7.25454
22	300	7.55432
23	22	4.96841
23	50	2.56513
23	77	3.87262
23	126	3.72618
23	132	4.68092
23	173	5.28182
23	190	4.5984
23	202	4.84721
23	230	4.82272
23	240	6.72199
23	247	5.17206
23	270	6.56563
23	288	7.01715
23	298	8.13622
23	300	8.0638
24	102	3.29618
24	104	3.3599
24	108	4.00944
24	154	4.53191
24	174	5.25599
24	181	5.27117
24	183	3.61785
24	244	5.0595
24	255	5.2829
24	256	5.93973
24	293	7.06064
24	297	7.30393
24	298	7.88504
24	299	8.14928
24	300	7.36042
25	18	3.61772
25	83	1.20206
25	84	5.47992
25	85	3.07954
25	102	4.55376
25	193	4.8544
25	195	6.53675
25	200	5.58481
25	204	4.75389
25	239	5.98757
25	260	5.33496
25	263	5.65788
25	268	5.8606
25	284	6.13053
25	297	8.67315
26	70	3.92473
