1	3
1	32
1	74
1	113
1	137
1	138
1	151
1	171
1	204
1	209
1	210
1	233
1	252
1	274
1	278
1	284
1	292
2	64
2	91
2	101
2	105
2	109
2	112
2	113
2	159
2	182
2	214
2	224
2	226
2	235
2	271
2	279
2	280
2	281
3	1
3	45
3	79
3	139
3	150
3	153
3	180
3	187
3	188
3	200
3	204
3	211
3	235
3	244
3	281
3	286
3	290
4	39
4	156
4	174
4	205
4	220
4	228
4	238
4	240
4	241
4	246
4	249
4	267
4	269
4	274
4	287
4	293
4	295
5	68
5	76
5	80
5	98
5	112
5	121
5	126
5	171
5	217
5	225
5	226
5	243
5	248
5	258
5	292
5	294
5	300
6	11
6	37
6	68
6	81
6	95
6	136
6	145
6	160
6	167
6	183
6	221
6	236
6	249
6	277
6	281
6	289
6	292
7	26
7	33
7	72
7	115
7	140
7	179
7	200
7	223
7	226
7	246
7	266
7	270
7	275
7	284
7	285
7	295
7	296
8	38
8	68
8	95
8	124
8	128
8	159
8	164
8	176
8	207
8	213
8	235
8	239
8	240
8	247
8	272
8	277
8	284
9	19
9	62
9	100
9	102
9	110
9	123
9	168
9	186
9	206
9	220
9	241
9	252
9	262
9	278
9	279
9	285
9	296
10	44
10	57
10	63
10	91
10	157
10	160
10	164
10	174
10	189
10	203
10	223
10	234
10	237
10	241
10	264
10	283
10	289
11	6
11	28
11	123
11	144
11	152
11	154
11	169
11	187
11	190
11	205
11	207
11	234
11	268
11	275
11	276
11	287
11	298
12	108
12	115
12	120
12	125
12	135
12	145
12	146
12	148
12	167
12	168
12	184
12	204
12	216
12	249
12	265
12	280
12	283
13	31
13	76
13	85
13	106
13	129
13	130
13	135
13	144
13	149
13	180
13	183
13	192
13	194
13	206
13	270
13	282
13	286
14	25
14	84
14	93
14	132
14	150
14	153
14	156
14	167
14	168
14	176
14	190
14	226
14	249
14	252
14	263
14	264
14	277
15	41
15	69
15	154
15	172
15	174
15	186
15	192
15	221
15	223
15	243
15	249
15	250
15	252
15	254
15	257
15	266
15	299
16	75
16	94
16	112
16	113
16	163
16	184
16	194
16	197
16	221
16	223
16	227
16	230
16	232
16	259
16	277
16	281
16	298
17	47
17	52
17	73
17	115
17	118
17	127
17	133
17	142
17	188
17	198
17	220
17	233
17	238
17	240
17	266
17	272
17	287
18	37
18	74
18	77
18	81
18	82
18	87
18	157
18	172
18	174
18	189
18	201
18	233
18	243
18	255
18	285
18	299
18	300
19	9
19	31
19	67
19	89
19	124
19	141
19	158
19	165
19	177
19	190
19	204
19	215
19	225
19	264
19	265
19	288
19	297
20	31
20	42
20	45
20	80
20	84
20	139
20	142
20	147
20	182
20	206
20	223
20	233
20	240
20	247
20	256
20	270
20	281
21	52
21	64
21	71
21	137
21	141
21	155
21	159
21	166
21	205
